candidate_id,resume_text,years_experience,education_level,gpa,internal_candidate,referral,num_skills_listed,department_applied,source,outcome_90day_vol
C0075,"EDUCATION: Bachelor of Science in Finance. EXPERIENCE: 2 years of professional experience. Designed and executed training development frameworks supporting Product objectives. Spearheaded project management programs that enhanced training development outcomes. SKILLS: regulatory compliance, SQL, Microsoft Office, quality assurance, budgeting, training development, project management, Python.",2,Bachelor of Science,3.51,1,1,8,Communications,Job Board,0
C0076,"EDUCATION: Bachelor of Science in Finance. EXPERIENCE: 12 years of professional experience. Managed a team of 17 employees in Operations department. Responsible for SQL and problem solving. Managed a team of 6 employees in Operations department. Responsible for problem solving and training development. Spearheaded training development programs that enhanced training development outcomes. SKILLS: training development, SQL, problem solving.",12,Bachelor of Science,3.3,0,1,3,Marketing,Career Site,0
C0077,"EDUCATION: Master of Science in Data Analytics. EXPERIENCE: 24 years of professional experience. Spearheaded risk assessment programs that enhanced Python outcomes. Developed and implemented risk assessment strategies for the Marketing division. Spearheaded process improvement programs that enhanced regulatory compliance outcomes. Collaborated with cross-functional teams on process improvement and risk assessment projects. SKILLS: communication, risk assessment, stakeholder management, SQL, process improvement, Python, regulatory compliance, financial analysis.",24,Master of Science,3.76,0,0,8,Legal,Career Site,0
C0078,"EDUCATION: Bachelor of Science in Finance. EXPERIENCE: 20 years of professional experience. Spearheaded Microsoft Office programs that enhanced regulatory compliance outcomes. Spearheaded regulatory compliance programs that enhanced regulatory compliance outcomes. Oversaw SQL operations and drove SQL improvements. Managed a team of 15 employees in Marketing department. Responsible for SQL and regulatory compliance. SKILLS: Microsoft Office, regulatory compliance, SQL.",20,Bachelor of Science,2.91,0,1,3,Legal,Referral,0
C0079,"EDUCATION: Bachelor of Science in Finance. EXPERIENCE: 15 years of professional experience. Designed and executed stakeholder management frameworks supporting Human Resources objectives. Managed a team of 13 employees in Sales department. Responsible for project management and communication. Oversaw SQL operations and drove communication improvements. Spearheaded project management programs that enhanced communication outcomes. SKILLS: project management, stakeholder management, communication, SQL.",15,Bachelor of Science,3.01,0,0,4,Operations,Referral,0
C0080,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 9 years of professional experience. Managed a team of 5 employees in Research department. Responsible for Microsoft Office and problem solving. Developed and implemented strategic planning strategies for the Sales division. Developed and implemented risk assessment strategies for the Engineering division. SKILLS: communication, budgeting, risk assessment, Microsoft Office, problem solving, strategic planning.",9,Master of Science,3.51,0,1,6,Finance,Job Board,0
C0081,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 14 years of professional experience. Designed and executed problem solving frameworks supporting Communications objectives. Led regulatory compliance initiatives resulting in improved operational efficiency across Customer Service. Spearheaded process improvement programs that enhanced regulatory compliance outcomes. SKILLS: business development, regulatory compliance, problem solving, process improvement.",14,Bachelor of Science,2.82,0,1,4,Human Resources,Career Site,0
C0082,"EDUCATION: Master of Science in Data Analytics. EXPERIENCE: 14 years of professional experience. Developed and implemented regulatory compliance strategies for the Communications division. Managed a team of 13 employees in Customer Service department. Responsible for stakeholder management and stakeholder management. Collaborated with cross-functional teams on agile methodology and agile methodology projects. Designed and executed quality assurance frameworks supporting Engineering objectives. SKILLS: financial analysis, problem solving, regulatory compliance, agile methodology, stakeholder management, training development, quality assurance.",14,Master of Science,2.74,1,0,7,Risk Management,Job Board,0
C0083,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 21 years of professional experience. Oversaw strategic planning operations and drove strategic planning improvements. Collaborated with cross-functional teams on agile methodology and financial analysis projects. SKILLS: agile methodology, financial analysis, project management, strategic planning.",21,Bachelor of Science,2.71,0,1,4,IT,Job Board,0
C0084,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 19 years of professional experience. Collaborated with cross-functional teams on team leadership and financial analysis projects. Spearheaded strategic planning programs that enhanced customer service outcomes. Led stakeholder management initiatives resulting in improved operational efficiency across Product. Designed and executed project management frameworks supporting Marketing objectives. SKILLS: team leadership, regulatory compliance, stakeholder management, project management, strategic planning, financial analysis, customer service.",19,Bachelor of Arts,3.88,1,1,7,Operations,Career Site,0
C0085,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 15 years of professional experience. Led team leadership initiatives resulting in improved operational efficiency across Sales. Spearheaded project management programs that enhanced team leadership outcomes. Led financial analysis initiatives resulting in improved operational efficiency across Supply Chain. SKILLS: financial analysis, team leadership, project management, Microsoft Office.",15,Bachelor of Science,3.62,1,1,4,Research,Referral,0
C0086,"EDUCATION: Associate Degree in Business. EXPERIENCE: 4 years of professional experience. Designed and executed stakeholder management frameworks supporting Supply Chain objectives. Collaborated with cross-functional teams on Microsoft Office and stakeholder management projects. Developed and implemented communication strategies for the Supply Chain division. Designed and executed risk assessment frameworks supporting Human Resources objectives. SKILLS: stakeholder management, quality assurance, risk assessment, agile methodology, team leadership, regulatory compliance, Microsoft Office, communication.",4,Associate Degree,3.64,0,0,8,IT,Career Site,0
C0087,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 5 years of professional experience. Designed and executed process improvement frameworks supporting Sales objectives. Developed and implemented stakeholder management strategies for the Product division. SKILLS: problem solving, process improvement, stakeholder management.",5,Bachelor of Arts,3.63,0,0,3,Communications,Career Site,0
C0088,"EDUCATION: Bachelor of Science in Finance. EXPERIENCE: 19 years of professional experience. Spearheaded financial analysis programs that enhanced financial analysis outcomes. Spearheaded financial analysis programs that enhanced budgeting outcomes. Spearheaded budgeting programs that enhanced budgeting outcomes. SKILLS: strategic planning, financial analysis, budgeting, business development, training development.",19,Bachelor of Science,3.92,1,1,5,Marketing,Career Site,1
C0089,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 5 years of professional experience. Developed and implemented process improvement strategies for the Engineering division. Managed a team of 9 employees in IT department. Responsible for budgeting and risk assessment. Spearheaded budgeting programs that enhanced process improvement outcomes. Spearheaded business development programs that enhanced communication outcomes. SKILLS: financial analysis, risk assessment, budgeting, business development, communication, process improvement, agile methodology.",5,Bachelor of Arts,3.85,0,1,7,Operations,Career Site,0
C0090,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 17 years of professional experience. Led communication initiatives resulting in improved operational efficiency across Legal. Developed and implemented strategic planning strategies for the Engineering division. Led regulatory compliance initiatives resulting in improved operational efficiency across IT. SKILLS: communication, regulatory compliance, quality assurance, strategic planning, process improvement, Microsoft Office, stakeholder management, Python.",17,Bachelor of Arts,3.03,0,0,8,Product,Career Site,0
C0091,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 21 years of professional experience. Developed and implemented Python strategies for the Human Resources division. Spearheaded project management programs that enhanced business development outcomes. SKILLS: project management, quality assurance, Python, Microsoft Office, process improvement, strategic planning, business development.",21,Master of Science,2.58,1,0,7,IT,Referral,0
C0092,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 6 years of professional experience. Spearheaded SQL programs that enhanced Python outcomes. Oversaw process improvement operations and drove Python improvements. SKILLS: Python, business development, SQL, problem solving, regulatory compliance, customer service, process improvement.",6,Bachelor of Science,3.86,1,1,7,Marketing,Career Site,0
C0093,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 16 years of professional experience. Managed a team of 20 employees in Communications department. Responsible for financial analysis and Microsoft Office. Designed and executed Python frameworks supporting Sales objectives. Collaborated with cross-functional teams on data analysis and financial analysis projects. SKILLS: financial analysis, data analysis, Microsoft Office, Python, quality assurance, business development, agile methodology.",16,Bachelor of Science,3.31,0,0,7,Sales,Career Site,0
C0094,"EDUCATION: Master of Science in Data Analytics. EXPERIENCE: 19 years of professional experience. Spearheaded project management programs that enhanced Python outcomes. Collaborated with cross-functional teams on process improvement and financial analysis projects. Developed and implemented customer service strategies for the Product division. Oversaw Python operations and drove customer service improvements. SKILLS: risk assessment, financial analysis, project management, stakeholder management, customer service, process improvement, Python.",19,Master of Science,2.87,1,0,7,Engineering,Career Site,0
C0095,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 11 years of professional experience. Collaborated with cross-functional teams on financial analysis and quality assurance projects. Designed and executed customer service frameworks supporting Research objectives. Designed and executed financial analysis frameworks supporting Operations objectives. Designed and executed budgeting frameworks supporting Communications objectives. SKILLS: training development, quality assurance, financial analysis, budgeting, customer service, agile methodology, team leadership, Python.",11,Bachelor of Science,2.96,0,1,8,Engineering,Job Board,0
C0096,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 22 years of professional experience. Developed and implemented financial analysis strategies for the Sales division. Designed and executed risk assessment frameworks supporting IT objectives. SKILLS: quality assurance, risk assessment, customer service, financial analysis, Microsoft Office.",22,Bachelor of Science,3.94,0,0,5,Product,Career Site,0
C0097,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 5 years of professional experience. Developed and implemented quality assurance strategies for the Risk Management division. Developed and implemented regulatory compliance strategies for the IT division. Managed a team of 15 employees in Finance department. Responsible for regulatory compliance and quality assurance. SKILLS: business development, stakeholder management, SQL, Python, training development, quality assurance, regulatory compliance, communication.",5,Bachelor of Arts,3.47,0,1,8,Marketing,Agency,0
C0098,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 1 years of professional experience. Collaborated with cross-functional teams on business development and business development projects. Oversaw project management operations and drove business development improvements. Spearheaded Microsoft Office programs that enhanced SQL outcomes. SKILLS: SQL, project management, Microsoft Office, training development, business development, communication.",1,Bachelor of Arts,2.61,0,1,6,Marketing,Job Board,0
C0099,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 8 years of professional experience. Spearheaded risk assessment programs that enhanced risk assessment outcomes. Oversaw agile methodology operations and drove business development improvements. Collaborated with cross-functional teams on data analysis and regulatory compliance projects. SKILLS: risk assessment, regulatory compliance, business development, data analysis, agile methodology.",8,Bachelor of Science,3.82,0,1,5,Human Resources,Referral,0
C0100,"EDUCATION: Associate Degree in Business. EXPERIENCE: 3 years of professional experience. Led Microsoft Office initiatives resulting in improved operational efficiency across IT. Spearheaded regulatory compliance programs that enhanced stakeholder management outcomes. Led regulatory compliance initiatives resulting in improved operational efficiency across Risk Management. SKILLS: stakeholder management, communication, regulatory compliance, financial analysis, Microsoft Office.",3,Associate Degree,3.86,1,0,5,Product,Career Site,0
C0101,"EDUCATION: Master of Science in Data Analytics. EXPERIENCE: 22 years of professional experience. Developed and implemented Microsoft Office strategies for the IT division. Managed a team of 16 employees in Legal department. Responsible for regulatory compliance and stakeholder management. Designed and executed Microsoft Office frameworks supporting Risk Management objectives. Managed a team of 16 employees in Finance department. Responsible for risk assessment and stakeholder management. SKILLS: Microsoft Office, problem solving, strategic planning, budgeting, Python, risk assessment, regulatory compliance, stakeholder management.",22,Master of Science,2.92,0,0,8,Operations,Career Site,0
C0102,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 15 years of professional experience. Oversaw business development operations and drove SQL improvements. Designed and executed data analysis frameworks supporting Product objectives. Oversaw regulatory compliance operations and drove agile methodology improvements. Collaborated with cross-functional teams on SQL and team leadership projects. SKILLS: team leadership, business development, regulatory compliance, customer service, problem solving, agile methodology, SQL, data analysis.",15,Bachelor of Science,3.1,0,1,8,Engineering,Campus,0
C0103,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 8 years of professional experience. Collaborated with cross-functional teams on business development and project management projects. Oversaw agile methodology operations and drove project management improvements. Oversaw project management operations and drove agile methodology improvements. SKILLS: business development, agile methodology, project management.",8,Bachelor of Science,3.84,0,1,3,Supply Chain,Referral,0
C0104,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 18 years of professional experience. Designed and executed Microsoft Office frameworks supporting Communications objectives. Developed and implemented data analysis strategies for the Operations division. Led business development initiatives resulting in improved operational efficiency across Sales. Collaborated with cross-functional teams on Microsoft Office and data analysis projects. SKILLS: communication, Microsoft Office, business development, regulatory compliance, financial analysis, team leadership, data analysis.",18,Bachelor of Science,3.03,0,0,7,Marketing,Career Site,0
C0105,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 15 years of professional experience. Collaborated with cross-functional teams on budgeting and Microsoft Office projects. Designed and executed agile methodology frameworks supporting Human Resources objectives. Spearheaded agile methodology programs that enhanced agile methodology outcomes. SKILLS: customer service, agile methodology, project management, budgeting, Microsoft Office, risk assessment.",15,Bachelor of Science,2.68,1,0,6,Product,Campus,0
C0106,"EDUCATION: Associate Degree in Business. EXPERIENCE: 12 years of professional experience. Developed and implemented agile methodology strategies for the Human Resources division. Managed a team of 15 employees in Communications department. Responsible for data analysis and data analysis. Designed and executed customer service frameworks supporting Operations objectives. SKILLS: business development, process improvement, strategic planning, stakeholder management, Microsoft Office, customer service, data analysis, agile methodology.",12,Associate Degree,3.75,0,0,8,Legal,Referral,0
C0107,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 2 years of professional experience. Designed and executed financial analysis frameworks supporting Marketing objectives. Spearheaded process improvement programs that enhanced financial analysis outcomes. SKILLS: financial analysis, Python, team leadership, agile methodology, risk assessment, project management, communication, process improvement.",2,Bachelor of Arts,2.59,0,1,8,Communications,Career Site,0
C0108,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 6 years of professional experience. Spearheaded process improvement programs that enhanced stakeholder management outcomes. Managed a team of 8 employees in Finance department. Responsible for problem solving and process improvement. SKILLS: financial analysis, process improvement, stakeholder management, problem solving.",6,Master of Science,2.96,0,0,4,Research,Agency,0
C0109,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 16 years of professional experience. Oversaw SQL operations and drove regulatory compliance improvements. Collaborated with cross-functional teams on strategic planning and SQL projects. SKILLS: SQL, strategic planning, project management, training development, regulatory compliance.",16,Bachelor of Science,2.52,0,0,5,Sales,Job Board,0
C0110,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 15 years of professional experience. Designed and executed stakeholder management frameworks supporting Product objectives. Designed and executed team leadership frameworks supporting Engineering objectives. Developed and implemented customer service strategies for the Operations division. SKILLS: stakeholder management, team leadership, customer service.",15,Bachelor of Science,3.05,0,0,3,IT,Agency,0
C0111,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 8 years of professional experience. Managed a team of 6 employees in Supply Chain department. Responsible for SQL and communication. Spearheaded Microsoft Office programs that enhanced communication outcomes. Led team leadership initiatives resulting in improved operational efficiency across Operations. Designed and executed SQL frameworks supporting Operations objectives. SKILLS: customer service, risk assessment, regulatory compliance, Microsoft Office, communication, business development, SQL, team leadership.",8,Bachelor of Arts,3.49,0,1,8,IT,Job Board,0
C0112,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 8 years of professional experience. Collaborated with cross-functional teams on strategic planning and strategic planning projects. Designed and executed team leadership frameworks supporting Sales objectives. SKILLS: data analysis, agile methodology, business development, Microsoft Office, problem solving, project management, team leadership, strategic planning.",8,Bachelor of Science,3.99,1,1,8,Product,Career Site,0
C0113,"EDUCATION: Associate Degree in Business. EXPERIENCE: 11 years of professional experience. Led agile methodology initiatives resulting in improved operational efficiency across Operations. Collaborated with cross-functional teams on strategic planning and SQL projects. Oversaw business development operations and drove budgeting improvements. SKILLS: SQL, training development, budgeting, customer service, business development, strategic planning, agile methodology.",11,Associate Degree,2.59,1,0,7,Operations,Job Board,0
C0114,"EDUCATION: Master of Business Administration. EXPERIENCE: 4 years of professional experience. Oversaw communication operations and drove communication improvements. Collaborated with cross-functional teams on project management and Python projects. Led Python initiatives resulting in improved operational efficiency across Risk Management. Led project management initiatives resulting in improved operational efficiency across Communications. SKILLS: project management, training development, communication, customer service, Python, risk assessment.",4,Master of Business Administration,3.6,0,1,6,Operations,Job Board,0
C0115,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 18 years of professional experience. Oversaw quality assurance operations and drove communication improvements. Managed a team of 8 employees in Research department. Responsible for agile methodology and SQL. SKILLS: business development, communication, quality assurance, training development, data analysis, agile methodology, SQL.",18,Bachelor of Arts,3.43,1,0,7,Risk Management,Job Board,0
C0116,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 17 years of professional experience. Collaborated with cross-functional teams on stakeholder management and SQL projects. Managed a team of 5 employees in Engineering department. Responsible for SQL and Microsoft Office. Oversaw quality assurance operations and drove stakeholder management improvements. SKILLS: communication, training development, stakeholder management, Microsoft Office, SQL, project management, quality assurance, business development.",17,Master of Science,2.72,1,0,8,Risk Management,Agency,0
C0117,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 19 years of professional experience. Led agile methodology initiatives resulting in improved operational efficiency across Human Resources. Led agile methodology initiatives resulting in improved operational efficiency across Human Resources. SKILLS: Python, agile methodology, problem solving, stakeholder management.",19,Master of Science,3.17,1,0,4,Research,Career Site,0
C0118,"EDUCATION: Associate Degree in Business. EXPERIENCE: 4 years of professional experience. Spearheaded quality assurance programs that enhanced customer service outcomes. Designed and executed financial analysis frameworks supporting Customer Service objectives. Led customer service initiatives resulting in improved operational efficiency across Communications. Managed a team of 15 employees in Risk Management department. Responsible for customer service and strategic planning. SKILLS: strategic planning, project management, customer service, quality assurance, financial analysis.",4,Associate Degree,3.44,0,0,5,Legal,Career Site,0
C0119,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 20 years of professional experience. Led data analysis initiatives resulting in improved operational efficiency across Risk Management. Collaborated with cross-functional teams on problem solving and process improvement projects. Designed and executed data analysis frameworks supporting Risk Management objectives. SKILLS: problem solving, risk assessment, financial analysis, Python, customer service, data analysis, process improvement.",20,Bachelor of Science,2.91,1,0,7,Engineering,Campus,0
C0120,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 8 years of professional experience. Collaborated with cross-functional teams on project management and process improvement projects. Managed a team of 18 employees in Customer Service department. Responsible for project management and project management. Managed a team of 6 employees in IT department. Responsible for strategic planning and strategic planning. Managed a team of 10 employees in Operations department. Responsible for project management and project management. SKILLS: quality assurance, strategic planning, stakeholder management, SQL, process improvement, data analysis, project management, budgeting.",8,Bachelor of Science,3.58,0,1,8,Finance,Job Board,0
C0121,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 22 years of professional experience. Led quality assurance initiatives resulting in improved operational efficiency across Finance. Developed and implemented budgeting strategies for the Communications division. SKILLS: budgeting, business development, quality assurance, data analysis, agile methodology.",22,Master of Science,3.77,1,1,5,Engineering,Agency,0
C0122,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 11 years of professional experience. Oversaw business development operations and drove business development improvements. Spearheaded Python programs that enhanced SQL outcomes. Designed and executed business development frameworks supporting Communications objectives. SKILLS: process improvement, business development, Python, SQL, budgeting.",11,Bachelor of Science,3.78,0,0,5,Operations,Career Site,0
C0123,"EDUCATION: Master of Business Administration. EXPERIENCE: 24 years of professional experience. Oversaw financial analysis operations and drove strategic planning improvements. Oversaw strategic planning operations and drove training development improvements. SKILLS: business development, training development, Python, strategic planning, financial analysis.",24,Master of Business Administration,2.9,1,0,5,Supply Chain,Career Site,0
C0124,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 1 years of professional experience. Led team leadership initiatives resulting in improved operational efficiency across Customer Service. Spearheaded problem solving programs that enhanced problem solving outcomes. SKILLS: process improvement, strategic planning, budgeting, business development, problem solving, team leadership.",1,Bachelor of Arts,2.77,0,0,6,IT,Referral,0
C0125,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 18 years of professional experience. Collaborated with cross-functional teams on Microsoft Office and agile methodology projects. Spearheaded training development programs that enhanced quality assurance outcomes. Designed and executed business development frameworks supporting Sales objectives. SKILLS: team leadership, Microsoft Office, business development, training development, agile methodology, stakeholder management, communication, quality assurance.",18,Bachelor of Arts,2.54,0,0,8,Sales,Job Board,0
C0126,"EDUCATION: Master of Science in Data Analytics. EXPERIENCE: 1 years of professional experience. Collaborated with cross-functional teams on budgeting and project management projects. Led project management initiatives resulting in improved operational efficiency across IT. Oversaw team leadership operations and drove Microsoft Office improvements. Collaborated with cross-functional teams on budgeting and team leadership projects. SKILLS: Python, business development, regulatory compliance, budgeting, Microsoft Office, team leadership, project management, communication.",1,Master of Science,3.31,0,0,8,Human Resources,Referral,0
C0127,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 18 years of professional experience. Managed a team of 10 employees in Supply Chain department. Responsible for budgeting and business development. Collaborated with cross-functional teams on communication and SQL projects. Spearheaded agile methodology programs that enhanced strategic planning outcomes. SKILLS: communication, strategic planning, Python, business development, customer service, budgeting, agile methodology, SQL.",18,Bachelor of Science,3.93,0,0,8,Marketing,Agency,0
C0128,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 12 years of professional experience. Designed and executed business development frameworks supporting Human Resources objectives. Managed a team of 11 employees in IT department. Responsible for budgeting and business development. Managed a team of 18 employees in Legal department. Responsible for business development and training development. SKILLS: training development, budgeting, business development.",12,Bachelor of Science,3.98,0,1,3,Sales,Job Board,0
C0129,"EDUCATION: Associate Degree in Business. EXPERIENCE: 14 years of professional experience. Designed and executed customer service frameworks supporting Research objectives. Spearheaded customer service programs that enhanced financial analysis outcomes. SKILLS: budgeting, financial analysis, training development, regulatory compliance, strategic planning, customer service, quality assurance, agile methodology.",14,Associate Degree,3.66,0,1,8,Human Resources,Job Board,0
C0130,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 6 years of professional experience. Oversaw team leadership operations and drove stakeholder management improvements. Managed a team of 6 employees in Legal department. Responsible for Microsoft Office and customer service. SKILLS: team leadership, quality assurance, stakeholder management, problem solving, Microsoft Office, customer service, financial analysis.",6,Bachelor of Arts,3.92,0,0,7,Legal,Agency,0
C0131,"EDUCATION: Bachelor of Science in Finance. EXPERIENCE: 12 years of professional experience. Oversaw strategic planning operations and drove agile methodology improvements. Led risk assessment initiatives resulting in improved operational efficiency across Legal. SKILLS: agile methodology, risk assessment, communication, strategic planning, problem solving, data analysis.",12,Bachelor of Science,3.03,0,0,6,Research,Agency,0
C0132,"EDUCATION: Associate Degree in Business. EXPERIENCE: 2 years of professional experience. Developed and implemented team leadership strategies for the Marketing division. Managed a team of 13 employees in Legal department. Responsible for SQL and team leadership. Designed and executed strategic planning frameworks supporting Risk Management objectives. Led customer service initiatives resulting in improved operational efficiency across Marketing. SKILLS: team leadership, strategic planning, budgeting, customer service, SQL, project management, financial analysis, training development.",2,Associate Degree,2.65,0,1,8,Research,Career Site,0
C0133,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 17 years of professional experience. Designed and executed business development frameworks supporting Finance objectives. Designed and executed business development frameworks supporting Engineering objectives. SKILLS: business development, process improvement, problem solving, budgeting.",17,Bachelor of Arts,3.52,0,1,4,IT,Campus,0
C0134,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 22 years of professional experience. Designed and executed Microsoft Office frameworks supporting Communications objectives. Oversaw risk assessment operations and drove customer service improvements. Developed and implemented business development strategies for the Sales division. Led risk assessment initiatives resulting in improved operational efficiency across Finance. SKILLS: problem solving, customer service, risk assessment, Microsoft Office, communication, financial analysis, business development.",22,Bachelor of Science,3.87,0,1,7,Product,Job Board,0
C0135,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 23 years of professional experience. Spearheaded team leadership programs that enhanced strategic planning outcomes. Developed and implemented team leadership strategies for the Product division. Oversaw SQL operations and drove SQL improvements. Managed a team of 18 employees in Finance department. Responsible for financial analysis and customer service. SKILLS: regulatory compliance, customer service, quality assurance, team leadership, strategic planning, budgeting, SQL, financial analysis.",23,Bachelor of Science,2.98,0,0,8,Product,Job Board,0
C0136,"EDUCATION: Bachelor of Science in Business Administration. EXPERIENCE: 7 years of professional experience. Developed and implemented SQL strategies for the Marketing division. Oversaw agile methodology operations and drove agile methodology improvements. SKILLS: agile methodology, financial analysis, risk assessment, regulatory compliance, data analysis, SQL, stakeholder management.",7,Bachelor of Science,3.95,0,0,7,Legal,Referral,0
C0137,"EDUCATION: Associate Degree in Business. EXPERIENCE: 17 years of professional experience. Spearheaded process improvement programs that enhanced training development outcomes. Managed a team of 17 employees in Marketing department. Responsible for training development and data analysis. SKILLS: process improvement, training development, data analysis, stakeholder management.",17,Associate Degree,2.61,0,0,4,Sales,Job Board,0
C0138,"EDUCATION: Master of Business Administration. EXPERIENCE: 10 years of professional experience. Led data analysis initiatives resulting in improved operational efficiency across Marketing. Developed and implemented regulatory compliance strategies for the Finance division. SKILLS: Microsoft Office, regulatory compliance, project management, data analysis, agile methodology, customer service.",10,Master of Business Administration,3.4,0,0,6,IT,Job Board,1
C0139,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 14 years of professional experience. Developed and implemented project management strategies for the Risk Management division. Spearheaded process improvement programs that enhanced SQL outcomes. Oversaw Microsoft Office operations and drove stakeholder management improvements. SKILLS: SQL, stakeholder management, financial analysis, Microsoft Office, business development, quality assurance, process improvement, project management.",14,Master of Science,3.46,1,0,8,Human Resources,Job Board,0
C0140,"EDUCATION: Bachelor of Arts in Psychology. EXPERIENCE: 24 years of professional experience. Oversaw problem solving operations and drove problem solving improvements. Designed and executed risk assessment frameworks supporting Human Resources objectives. Designed and executed strategic planning frameworks supporting Human Resources objectives. SKILLS: risk assessment, team leadership, problem solving, strategic planning.",24,Bachelor of Arts,2.69,0,0,4,Finance,Agency,0
C0141,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 6 years of professional experience. Designed and executed Python frameworks supporting Sales objectives. Developed and implemented customer service strategies for the Supply Chain division. SKILLS: risk assessment, customer service, regulatory compliance, Python, data analysis, stakeholder management.",6,Master of Science,3.4,0,0,6,Finance,Career Site,0
C0142,"EDUCATION: Bachelor of Arts in Communications. EXPERIENCE: 9 years of professional experience. Developed and implemented quality assurance strategies for the Sales division. Collaborated with cross-functional teams on Microsoft Office and strategic planning projects. SKILLS: quality assurance, Microsoft Office, regulatory compliance, strategic planning, data analysis, financial analysis, project management, team leadership.",9,Bachelor of Arts,2.78,0,1,8,Sales,Job Board,0
C0143,"EDUCATION: Bachelor of Science in Accounting. EXPERIENCE: 17 years of professional experience. Spearheaded Python programs that enhanced business development outcomes. Managed a team of 6 employees in Research department. Responsible for budgeting and team leadership. Spearheaded Python programs that enhanced project management outcomes. SKILLS: budgeting, project management, business development, team leadership, Python.",17,Bachelor of Science,3.59,0,0,5,Operations,Job Board,0
C0144,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 1 years of professional experience. Managed a team of 15 employees in Communications department. Responsible for project management and data analysis. Designed and executed data analysis frameworks supporting Communications objectives. Spearheaded Python programs that enhanced project management outcomes. Oversaw project management operations and drove Python improvements. SKILLS: data analysis, communication, customer service, Python, project management.",1,Master of Science,3.17,0,0,5,Supply Chain,Career Site,0
C0145,"EDUCATION: Bachelor of Science in Computer Science. EXPERIENCE: 5 years of professional experience. Spearheaded SQL programs that enhanced process improvement outcomes. Oversaw process improvement operations and drove SQL improvements. Developed and implemented process improvement strategies for the Legal division. SKILLS: risk assessment, SQL, process improvement, budgeting.",5,Bachelor of Science,2.56,0,1,4,Legal,Campus,1
C0146,"EDUCATION: Master of Science in Human Resources. EXPERIENCE: 15 years of professional experience. Collaborated with cross-functional teams on stakeholder management and customer service projects. Developed and implemented Microsoft Office strategies for the Research division. Oversaw communication operations and drove communication improvements. Oversaw communication operations and drove customer service improvements. SKILLS: training development, Python, agile methodology, communication, process improvement, customer service, Microsoft Office, stakeholder management.",15,Master of Science,3.85,0,0,8,Customer Service,Referral,0
C0147,"EDUCATION: Master of Business Administration. EXPERIENCE: 18 years of professional experience. Collaborated with cross-functional teams on communication and agile methodology projects. Managed a team of 9 employees in Sales department. Responsible for Microsoft Office and communication. Led agile methodology initiatives resulting in improved operational efficiency across Customer Service. Collaborated with cross-functional teams on financial analysis and agile methodology projects. SKILLS: process improvement, financial analysis, Microsoft Office, agile methodology, communication, Python.",18,Master of Business Administration,3.35,0,0,6,Marketing,Referral,1
